URL,Content Type,Size (bytes),# of outlinks
"https://www.latimes.com/entertainment-arts/business/story/2021-12-30/hollywood-faces-up-to-omicron-productions-delayed
","text/html
","258013
","142
"
"https://www.latimes.com/food/story/2021-08-05/everything-you-need-to-buy-and-prep-for-jenny-dorseys-week-of-meals-recipes
","text/html
","438735
","263
"
"https://www.latimes.com/california/story/2021-06-19/bill-pickett-invitational-rodeo-the-nations-only-touring-black-rodeo-competition
","text/html
","282289
","149
"
"https://www.latimes.com/sports/story/2020-08-04/this-day-in-sports-lorena-ochoa-wins-womens-british-open
","text/html
","209546
","121
"
"https://www.latimes.com/world-nation/story/2021-09-10/biden-calls-china-xi-jinping-fraught-relationship
","text/html
","242666
","143
"
"https://www.latimes.com/california/story/2021-12-23/photos-southland-soaking-brings-mudslides-and-voluntary-evacuations?_amp=true
","text/html
","259492
","144
"
"https://www.latimes.com/sports/olympics/story/2021-06-04/el-salvador-is-riding-the-waves-as-global-surfings-newest-mecca
","text/html
","230256
","140
"
"https://www.latimes.com/recipe/penne-with-caramelized-cauliflower-garlic-and-chile
","text/html
","249808
","142
"
"https://www.latimes.com/entertainment-arts/business/story/2022-02-09/women-are-getting-more-work-as-directors-but-not-women-of-color
","text/html
","291928
","137
"
"https://www.latimes.com/entertainment-arts/business/story/2021-12-03/legal-experts-on-alec-baldwin-abc-news-interview-halyna-hutchins
","text/html
","184762
","124
"
"https://www.latimes.com/politics/story/2022-01-04/photographers-point-of-view-of-the-capitol-riot-jan-6-anniversary?_amp=true
","text/html
","289124
","141
"
"https://www.latimes.com/california/story/2022-02-16/rams-house-hollywood-sign-change-illegible?expandComments=true
","text/html
","225413
","100
"
"https://www.latimes.com/food/story/2021-09-02/week-of-meals-recipe-developer-and-writer-paola-briseno-gonzalezs-recipes
","text/html
","260666
","85
"
"https://www.latimes.com/sports/story/2022-01-31/photos-transforming-the-los-angeles-memorial-coliseum-into-a-nascar-track?_amp=true
","text/html
","274806
","151
"
"https://www.latimes.com/politics/story/2021-09-26/new-military-alliance-summit-meeting-u-s-china-faceoff-looking-like-cold-war?_amp=true
","text/html
","186466
","126
"
"https://www.latimes.com/sports/olympics/story/2022-01-31/winter-olympics-athletes-baggage-beijing-trip
","text/html
","184087
","122
"
"https://www.latimes.com/food/story/2021-09-02/everything-you-need-to-buy-and-prep-for-paola-briseno-gonzalezs-week-of-meals-recipes
","text/html
","263634
","144
"
"https://www.latimes.com/sports/olympics/story/2022-02-15/olympic-slopestyle-skiers-adapt-to-variety-of-courses?_amp=true
","text/html
","293600
","134
"
"https://www.latimes.com/world-nation/story/2022-01-04/as-jan-6-anniversary-approaches-western-allies-fear-for-health-of-us-democracy
","text/html
","268093
","144
"
"https://www.latimes.com/entertainment-arts/business/story/2021-12-01/uta-spac-video-games
","text/html
","306999
","112
"
"https://www.latimes.com/homeless-housing/story/2021-06-28/la-homeless-people-died-after-entering-covid-hotel-why
","text/html
","308114
","139
"
"https://www.latimes.com/california/story/2021-12-24/covid-icu?_amp=true
","text/html
","289966
","165
"
"https://www.latimes.com/california/story/2021-12-29/more-rain-brings-soggy-ending-to-2021-in-southern-california
","text/html
","268441
","150
"
"https://www.latimes.com/world-nation/newsletter/2021-08-26/latinx-files-juan-gabriel-memorial-latinx-files
","text/html
","274420
","148
"
"https://www.latimes.com/politics/story/2021-09-16/china-attacks-u-s-australia-deal-on-nuclear-submarines
","text/html
","248073
","113
"
"https://www.latimes.com/opinion/story/2021-08-04/lessons-on-covid-and-life-from-provincetowns-outbreak-of-normalcy?_amp=true
","text/html
","275558
","143
"
"https://www.latimes.com/sports/story/2021-11-07/canelo-alvarez-caleb-plant-fight
","text/html
","277874
","158
"
"https://www.latimes.com/california/story/2021-12-29/photos-blast-of-cold-weather-hits-southern-california?_amp=true
","text/html
","258807
","158
"
"https://www.latimes.com/california/story/2021-12-22/low-vaccination-rates-driving-inland-empire-hospitalizations
","text/html
","253556
","145
"
"https://www.latimes.com/california/story/2021-09-13/street-medicine-homeless-la-county-covid-19?_amp=true
","text/html
","214447
","129
"
"https://www.latimes.com/95582206-132.html
","text/html
","224293
","126
"
"https://www.latimes.com/opinion/enterthefray/la-ol-trader-joes-plastic-packaging-20190411-story.html
","text/html
","202471
","113
"
"https://www.latimes.com/politics/story/2022-01-04/lawmaker-voices-jan-6-anniversary
","text/html
","230530
","138
"
"https://www.latimes.com/sports/clippers/story/2022-02-03/bill-fitch-obit-boston-celtics-coach-1981-nba-title?_amp=true
","text/html
","257248
","150
"
"https://www.latimes.com/sports/olympics/story/2021-12-26/human-rights-china-ioc-2022-beijing-olympics-peng-shuai
","text/html
","198875
","123
"
"https://www.latimes.com/world-nation/story/2020-09-22/critic-china-president-xi-jinping-sentenced-graft-case
","text/html
","295150
","139
"
"https://www.latimes.com/entertainment-arts/story/2021-09-26/tony-awards-2021-winners-list
","text/html
","321456
","144
"
"https://www.latimes.com/politics/story/2021-01-06/how-pro-trump-mob-stormed-us-capitol
","text/html
","268255
","151
"
"https://www.latimes.com/entertainment-arts/books/story/2020-01-24/joe-ide-hi-five-iq
","text/html
","246760
","147
"
"https://www.latimes.com/food/la-fo-spicy-power-rankings-hot-snacks-chips-cheetos-takis-20190702-story.html?_amp=true
","text/html
","247369
","148
"
"https://www.latimes.com/california/story/2022-01-19/suspect-in-killing-of-brianna-kupfer-arrested-in-pasadena
","text/html
","252048
","143
"
"https://www.latimes.com/entertainment-arts/business/story/2021-12-06/congress-members-oppose-discovery-warnermedia-merger
","text/html
","261189
","148
"
"https://www.latimes.com/homeless-housing/story/2021-08-13/l-a-wanted-the-venice-homeless-shelter-open-at-full-capacity-now-it-has-a-covid-outbreak
","text/html
","265500
","150
"
"https://www.latimes.com/business/story/2021-12-15/totally-worth-it-newsletter-on-site-signup-message-welcome
","text/html
","300219
","119
"
"https://www.latimes.com/entertainment-arts/tv/story/2021-09-13/impeachment-american-crime-story-cast-episode-guide
","text/html
","278939
","114
"
"https://www.latimes.com/politics/story/2021-10-04/jan-6-rioters-exploited-little-known-capitol-weak-spots-a-handful-of-unreinforced-windows
","text/html
","246224
","148
"
"https://www.latimes.com/world-nation/story/2020-02-06/coronavirus-china-xi-li-wenliang
","text/html
","216618
","122
"
"https://www.latimes.com/about/events/story/2020-10-13/we-can-teach-you-that?_amp=true
","text/html
","217393
","127
"
"https://www.latimes.com/sports/olympics/story/2022-01-08/us-figure-skating-team-beijing-olympics
","text/html
","258943
","141
"
"https://www.latimes.com/homeless-housing/story/2020-02-16/street-medicine-usc-homeless
","text/html
","270732
","152
"
"https://www.latimes.com/entertainment-arts/business/story/2021-12-04/cnn-fires-chris-cuomo-after-law-firm-probes-involvement-in-brothers-harassment-scandal
","text/html
","259587
","147
"
"https://www.latimes.com/california/story/2022-01-21/photos-tears-hugs-and-the-question-of-why-at-brianna-kupfer-vigil?_amp=true
","text/html
","212030
","132
"
"https://www.latimes.com/entertainment-arts/music/axbtig7w7a8-123
","text/html
","192835
","111
"
"https://www.latimes.com/entertainment-arts/business/story/2020-10-02/phil-sun-wme-m88-michael-jordan-diversity-talent-managers-agencies
","text/html
","296082
","142
"
"https://www.latimes.com/world/great-reads/la-fg-c1-china-great-famine-20151014-story.html
","text/html
","250193
","146
"
"https://www.latimes.com/entertainment-arts/awards/story/2022-01-25/beanie-feldstein-impeachment-american-crime-story-funny-girl-the-envelope-podcast?_amp=true
","text/html
","273213
","153
"
"https://www.latimes.com/sports/olympics/story/2022-01-11/defying-the-odds-a-mexican-figure-skater-to-compete-in-olympics?_amp=true
","text/html
","242606
","147
"
"https://www.latimes.com/politics/story/2022-01-05/pelosi-mccarthy-timeline-jan-6
","text/html
","214765
","135
"
"https://www.latimes.com/entertainment-arts/business/story/2021-12-06/following-cnn-firing-chris-cuomo-exits-siriusxm-radio-show
","text/html
","237358
","140
"
"https://www.latimes.com/california/story/2021-09-07/newsom-california-medi-cal-homeless-public-funds
","text/html
","294511
","142
"
"https://www.latimes.com/politics/story/2021-01-06/news-analysis-trumps-violent-rhetoric-incites-supporters-capitol-takeover
","text/html
","212461
","128
"
"https://www.latimes.com/california/story/2022-01-25/what-we-know-californias-student-covid-vaccine-proposal
","text/html
","222614
","135
"
"https://www.latimes.com/world-nation/story/2020-06-27/in-chinas-universities-targeted-attacks-on-intellectuals-raise-memories-of-the-cultural-revolution
","text/html
","283112
","136
"
"https://www.latimes.com/sports/olympics/story/2022-02-07/big-air-event-makes-big-debut-at-beijing-olympics?_amp=true
","text/html
","232978
","130
"
"https://www.latimes.com/espanol/mexico/articulo/2022-01-27/periodistas-de-todo-mexico-dicen-basta-de-asesinatos-y-agresiones-contra-la-prensa
","text/html
","214393
","132
"
"https://www.latimes.com/sports/olympics/story/2022-01-09/us-figure-skating-championships-nathan-chen
","text/html
","233134
","144
"
"https://www.latimes.com/world-nation/story/2022-01-04/the-jan-6-attack-on-the-u-s-capitol-one-year-later
","text/html
","290529
","143
"
"https://www.latimes.com/sports/olympics/story/2022-02-12/unites-states-mens-hockey-beats-canada-4-2
","text/html
","236981
","138
"
"https://www.latimes.com/california/story/2022-02-06/rural-california-the-unvaccinated-and-ill-overwhelm-hospital-staff?_amp=true
","text/html
","273942
","150
"
"https://www.latimes.com/world-nation/story/2022-01-21/mexico-weathers-the-omicron-surge-but-experts-warn-against-complacency
","text/html
","212094
","132
"
"https://www.latimes.com/california/story/2022-02-04/newsom-administration-criticism-medi-cal-contract-kaiser-permanente
","text/html
","199660
","128
"
"https://www.latimes.com/sports/rams/story/2022-01-17/photos-rams-blow-out-cardinals-nfl-playoffs-pictures?_amp=true
","text/html
","265378
","151
"
"https://www.latimes.com/world-nation/story/2020-05-24/wuhan-china-coronavirus-survivors-closure
","text/html
","242923
","141
"
"https://www.latimes.com/la-xpm-2013-nov-10-la-fi-capitol-business-beat-20131111-story.html
","text/html
","284710
","121
"
"https://www.latimes.com/sports/olympics/story/2022-02-13/united-states-canada-hockey-players-china-olympic-roster?_amp=true
","text/html
","165152
","111
"
"https://www.latimes.com/espanol/mexico/articulo/2022-01-24/mexico-weathers-the-omicron-surge-but-experts-warn-against-complacency
","text/html
","264118
","149
"
"https://www.latimes.com/science/story/2022-02-16/more-covid-rules-fall-as-cdc-hints-at-better-times-ahead?expandComments=true
","text/html
","272067
","137
"
"https://www.latimes.com/sports/soccer/story/2021-02-12/chicharito-lost-season-galaxy-rebound-mls-2021
","text/html
","277054
","118
"
"https://www.latimes.com/business/la-xpm-2012-sep-19-la-fi-workers-comp-brown-20120919-story.html
","text/html
","318682
","117
"
"https://www.latimes.com/california/story/2019-08-13/recycling-crisis-bottle-can-deposit-redemption
","text/html
","213563
","132
"
"https://www.latimes.com/world-nation/story/2019-12-25/china-church-sinicization
","text/html
","320436
","162
"
"https://www.latimes.com/sports/rams/liveblog/los-angeles-rams-arizona-cardinals-live-updates
","text/html
","243634
","141
"
"https://www.latimes.com/california/story/2022-02-03/california-lawmakers-could-allow-patients-to-testify-at-doctor-disciplinary-hearings
","text/html
","275508
","141
"
"https://www.latimes.com/california/story/2022-02-11/marty-morgenstern-longtime-labor-adviser-to-jerry-brown-obituary?_amp=true
","text/html
","212532
","132
"
"https://www.latimes.com/business/story/2019-08-05/recycling-center-business-replanet-shuts-down
","text/html
","231617
","136
"
"https://www.latimes.com/world-nation/story/2022-02-14/trudeau-to-use-emergency-powers-to-quell-truck-protests
","text/html
","253883
","142
"
"https://www.latimes.com/opinion/story/2021-10-08/port-pollution-sickens-my-family-video-letter
","text/html
","35472
","23
"
"https://www.latimes.com/california/story/2022-01-31/single-payer-healthcare-proposal-fizzles-in-california-assembly
","text/html
","268615
","108
"
"https://www.latimes.com/california/story/2021-10-23/guatemalan-designer-mayan-roots-black-and-white?_amp=true
","text/html
","244390
","144
"
"https://www.latimes.com/food/story/2022-01-27/what-is-marmalade-a-handy-explainer?_amp=true
","text/html
","214366
","132
"
"https://www.latimes.com/world-nation/story/2020-09-23/inner-mongolia-china-model-minority-crackdown
","text/html
","325920
","141
"
"https://www.latimes.com/espanol/california/articulo/2022-01-27/el-pago-por-enfermedad-del-covid-19-en-california-regresaria-segun-el-acuerdo-entre-newsom-y-los-legisladores
","text/html
","382020
","144
"
"https://www.latimes.com/espanol/internacional/articulo/2021-10-24/el-trayecto-del-emigrante-a-traves-de-colombia-los-haitianos-ahora-dominan-los-numeros-que-trabajan-miles-en-un-viaje-riesgado
","text/html
","220790
","133
"
"https://www.latimes.com/entertainment/tv/la-ca-st-fall-preview-the-deuce-20170908-story.html
","text/html
","280042
","154
"
"https://www.latimes.com/sports/story/2022-02-09/former-major-leaguer-jeremy-giambi-dies-at-47?_amp=true
","text/html
","276401
","137
"
"https://www.latimes.com/world-nation/0eo1shu72hw-123
","text/html
","221290
","129
"
"https://www.latimes.com/world-nation/story/2022-02-12/canada-police-arrive-to-remove-protesters-at-us-border
","text/html
","257546
","142
"
"https://www.latimes.com/world-nation/story/2020-05-29/in-hubei-village-migrant-workers-struggle-six-months-no-work
","text/html
","245864
","141
"
"https://www.latimes.com/lifestyle/story/2021-07-10/la-affairs-dating-lessons-from-covid-19-pandemic
","text/html
","293096
","132
"
"https://www.latimes.com/entertainment-arts/awards/story/2021-12-14/adam-mckay-the-envelope-podcast?_amp=true
","text/html
","278579
","150
"
"https://www.latimes.com/lifestyle/story/2021-07-08/gabriela-ruiz-is-the-buzz-of-the-l-a-art-world-and-the-vibe-of-the-week
","text/html
","246754
","149
"
"https://www.latimes.com/world-nation/story/2020-04-10/coronavirus-doesnt-deter-chinas-aggression-in-south-china-sea
","text/html
","285676
","153
"
"https://www.latimes.com/world-nation/story/2021-12-18/chileans-go-to-polls-to-elect-president-in-polarized-elections
","text/html
","218113
","131
"
"https://www.latimes.com/world-nation/story/2022-02-11/canadian-court-trucker-protest-border-blockade
","text/html
","245224
","131
"
"https://www.latimes.com/sports/rams/story/2022-01-09/photos-rams-lose-to-nfc-west-rival-49ers-in-overtime?_amp=true
","text/html
","253045
","151
"
"https://www.latimes.com/entertainment-arts/story/2021-05-21/ucla-chon-noriega-chicano-studies-los-angeles-latinos
","text/html
","276387
","140
"
"https://www.latimes.com/entertainment-arts/story/2021-12-31/column-the-lost-daughter-is-a-film-about-motherhood-that-everyone-needs-to-see
","text/html
","258901
","145
"
"https://www.latimes.com/entertainment-arts/movies/story/2021-11-30/adam-mckay-will-ferrell-split-lakers-vanity-fair
","text/html
","248450
","141
"
"https://www.latimes.com/entertainment-arts/story/2021-04-28/nft-art-digital-blockchain-vato-chicano-street-lowrider-foos-gone-wild-cartoon
","text/html
","344437
","141
"
"https://www.latimes.com/lifestyle/story/2021-08-21/la-affairs-coupling-up?_amp=true
","text/html
","285743
","112
"
"https://www.latimes.com/world-nation/story/2022-02-15/canada-vaccine-protest-trudeau-emergency-powers?_amp=true
","text/html
","282170
","155
"
"https://www.latimes.com/world-nation/story/2022-01-03/photos-snowstorm-blankets-d-c-area?_amp=true
","text/html
","289709
","161
"
"https://www.latimes.com/opinion/story/2021-12-10/illegal-abortion-killed-her-classmate-63-years-ago-hear-me-out
","text/html
","272592
","149
"
"https://www.latimes.com/world/la-fg-china-belt-road-xi-jinping-rebrand-development-debt-20190426-story.html
","text/html
","205769
","95
"
"https://www.latimes.com/food/story/2022-02-10/eminems-restaurant-moms-spaghetti-pops-up-in-l-a-this-week?_amp=true
","text/html
","184032
","122
"
"https://www.latimes.com/entertainment-arts/movies/story/2021-11-10/dont-look-up-explained-netflix-adam-mckay
","text/html
","303904
","150
"
"https://www.latimes.com/entertainment-arts/tv/story/2021-10-22/netflix-maya-and-the-three-indigenous-influences
","text/html
","261643
","130
"
"https://www.latimes.com/lifestyle/story/2021-07-31/la-affairs-what-might-have-happened
","text/html
","254877
","150
"
"https://www.latimes.com/entertainment-arts/awards/story/2021-02-23/olivia-colman-the-father-anthony-hopkins-the-crown
","text/html
","242080
","145
"
"https://www.latimes.com/food/story/2021-12-22/korean-fried-chicken-chain-moms-touch-expands-to-long-beach
","text/html
","271109
","147
"
"https://www.latimes.com/world-nation/story/2020-02-12/china-coronavirus-counting-cases
","text/html
","319994
","152
"
"https://www.latimes.com/world-nation/story/2022-02-08/la-fg-china-olympics-bubble
","text/html
","301813
","191
"
"https://www.latimes.com/world-nation/story/2022-02-08/french-journalist-interview-peng-shuai-says-doubts-remain
","text/html
","245210
","141
"
"https://www.latimes.com/sports/story/2022-01-30/photos-rams-49ers-super-bowl-2022?_amp=true
","text/html
","35472
","23
"
"https://www.latimes.com/entertainment-arts/story/2022-02-13/photos-hip-pop-took-center-stage-at-the-super-bowl-lvi-halftime-show?_amp=true
","text/html
","212720
","133
"
"https://www.latimes.com/california/story/2022-01-27/san-francisco-eases-mask-vaccination-proof-rules-as-omicron-recedes
","text/html
","245010
","149
"
"https://www.latimes.com/world-nation/story/2022-02-15/ottawas-police-chief-resigns-amid-truck-protest-in-canada?_amp=true
","text/html
","260186
","144
"
"https://www.latimes.com/politics/story/2020-03-26/justice-department-indict-venezuela-president-nicolas-maduro-on-federal-drug-trafficking-charges?_amp=true
","text/html
","246973
","148
"
"https://www.latimes.com/world-nation/story/2020-01-27/xi-jinping-reputation-china-authoritarian-system-outbreak-coronavirus
","text/html
","239333
","141
"
"https://www.latimes.com/entertainment-arts/tv/story/2021-10-08/drew-barrymore-dakota-johnson-ellen-degeneres-interview
","text/html
","190394
","127
"
"https://www.latimes.com/world-nation/story/2021-10-21/covid-19-vaccine-cdc-panel-backs-expanded-booster-rollout
","text/html
","280369
","155
"
"https://www.latimes.com/about/la-lat-hillary-manning-vp-communications-20190508-story.html
","text/html
","225272
","114
"
"https://www.latimes.com/recipe/master-orange-marmalade?_amp=true
","text/html
","243190
","111
"
"https://www.latimes.com/world-nation/story/2022-02-04/what-the-beijing-winter-olympics-mean-for-xi-jinping
","text/html
","269040
","135
"
"https://www.latimes.com/california/story/2022-01-15/what-is-expected-the-impact-from-california-coast-tsunami-event-heres-what-we-know
","text/html
","275059
","151
"
"https://www.latimes.com/science/story/2021-10-15/fda-panel-takes-up-tough-questions-on-j-j-covid-19-boosters
","text/html
","295349
","155
"
"https://www.latimes.com/food/story/2021-07-15/how-to-can-your-jam-if-you-want
","text/html
","248054
","143
"
"https://www.latimes.com/about/story/2022-02-01/hector-becerra-deputy-managing-editor-california-and-metro
","text/html
","255419
","117
"
"https://www.latimes.com/opinion/story/2021-11-30/getting-mentally-ill-loved-ones-help-system-is-broken
","text/html
","262663
","145
"
"https://www.latimes.com/world-nation/story/2020-10-22/china-xi-jinping-mao-zedong-communist-party?_amp=true
","text/html
","239773
","144
"
"https://www.latimes.com/lifestyle/story/2021-09-18/la-affairs-i-stood-him-up?_amp=true
","text/html
","306357
","161
"
"https://www.latimes.com/california/story/2022-02-02/j-j-recipients-can-get-3rd-covid-shot-in-san-francisco?_amp=true
","text/html
","264362
","139
"
"https://www.latimes.com/world-nation/story/2020-07-10/this-is-a-cultural-purge-with-new-security-law-even-blank-paper-is-subversive-in-hong-kong
","text/html
","252122
","142
"
"https://www.latimes.com/world-nation/story/2022-02-09/la-fg-chinese-reax-olympics?_amp=true
","text/html
","280452
","148
"
"https://www.latimes.com/about/la-lat-ghalib-kassam-evp-chief-information-officer-20190401-story.html
","text/html
","255632
","141
"
"https://www.latimes.com/entertainment-arts/awards/newsletter/2022-01-18/maggie-gyllenhaal-lost-daughter-envelope-podcast-the-envelope-podcast-edition
","text/html
","273607
","150
"
"https://www.latimes.com/world-nation/story/2020-06-17/china-aims-to-lead-the-world-by-winning-the-coronavirus-vaccine-race
","text/html
","277150
","143
"
"https://www.latimes.com/nation/politics/la-na-pol-document-william-barr-memo-20181220-htmlstory.html
","text/html
","289730
","148
"
"https://www.latimes.com/california/story/2022-02-04/suspect-arrested-in-sofi-stadium-beating-that-left-49ers-fan-in-a-coma
","text/html
","276945
","152
"
"https://www.latimes.com/about/story/2021-11-17/glenn-nano-senior-vice-president-product
","text/html
","246345
","141
"
"https://www.latimes.com/archives/la-xpm-2001-may-29-me-3847-story.html
","text/html
","229918
","93
"
"https://www.latimes.com/world-nation/story/2021-12-16/cdc-reviews-clot-risk-johnson-johnson-covid-19-vaccine
","text/html
","234987
","138
"
"https://www.latimes.com/entertainment/movies/la-et-mn-jessie-buckley-beast-20180514-story.html
","text/html
","274417
","151
"
"https://www.latimes.com/world-nation/story/2020-11-19/south-korea-china-beijing-economy-thaad-missile-interceptor?_amp=true
","text/html
","277099
","161
"
"https://www.latimes.com/la-bio-shani-o-hilton-managing-editor?_amp=true
","text/html
","260213
","149
"
"https://www.latimes.com/world-nation/story/2020-02-25/doctors-fighting-coronavirus-in-china-die-of-both-infection-and-fatigue
","text/html
","253924
","137
"
"https://www.latimes.com/world-nation/story/2020-02-12/fewer-options-abroad-for-fleeing-venezuelans
","text/html
","321388
","132
"
"https://www.latimes.com/entertainment-arts/awards/story/2022-01-18/maggie-gyllenhaal-lost-daughter-envelope?_amp=true
","text/html
","315424
","149
"
"https://www.latimes.com/california/story/2021-12-23/supply-chain-crisis-long-beach-harbor-tugboat?_amp=true
","text/html
","328669
","140
"
"https://www.latimes.com/about/la-lat-joshua-brandau-chief-revenue-officer-20190508-story.html
","text/html
","279054
","151
"
"https://www.latimes.com/entertainment-arts/tv/story/2021-11-03/real-housewives-beverly-hills-reunion-erika-jayne-tom-girardi-questions
","text/html
","254046
","143
"
":22.699 [Crawler 3] WARN edu.uci.ics.crawler4j.crawler.WebCrawler - Skipping URL: https://www.latimes.com/local/obituaries/la-me-michelle-triola-marvin31-2009oct31-story.html?_amp=true, StatusCode: 504, , Gateway Timeout
","text/html
","275868
","153
"
"https://www.latimes.com/world-nation/story/2020-10-11/south-korea-missile-north-korea-military-parade
","text/html
","293232
","158
"
"https://www.latimes.com/recipe/keto-brine-braised-chicken-thighs-kale-and-avocado
","text/html
","268625
","137
"
"https://www.latimes.com/about/story/2020-08-07/anna-magzanyan-chief-of-staff-head-of-strategy-and-revenue
","text/html
","264287
","103
"
":23.210 [Crawler 2] WARN edu.uci.ics.crawler4j.crawler.WebCrawler - Skipping URL: https://www.latimes.com/nation/la-fg-us-panama-martinelli-20180611-story.html, StatusCode: 504, , Gateway Timeout
","text/html
","296689
","170
"
"https://www.latimes.com/california/story/2022-01-29/santa-ana-man-accused-of-sexually-assaulting-13-year-old
","text/html
","318765
","115
"
"https://www.latimes.com/world/asia/la-fg-china-cultural-revolution-suicides-snap-story.html
","text/html
","261599
","118
"
"https://www.latimes.com/subscriptions/newsletters.html?utm_source=email&utm_medium=EM&utm_campaign=PNL21&utm_content=cooking
","text/html
","257393
","141
"
"https://www.latimes.com/espanol/deportes/articulo/2022-02-05/growing-questions-why-apparent-beating-49ers-fan-sofi-stadium-secret-for-days
","text/html
","303531
","113
"
"https://www.latimes.com/world-nation/story/2020-11-17/pentagon-shoots-down-mock-missile-icbm-sea-based-test
","text/html
","266958
","134
"
"https://www.latimes.com/la-bio-elaine-woo-staff.html
","text/html
","258071
","146
"
"https://www.latimes.com/nation/la-fg-venezuela-us-20190124-story.html
","text/html
","179336
","129
"
":29.086 [Crawler 3] WARN edu.uci.ics.crawler4j.crawler.WebCrawler - Skipping URL: https://www.latimes.com/news/obituaries/la-me-kagon31-2009dec31%2C0%2C3689595.story, StatusCode: 504, , Gateway Timeout
","text/html
","253746
","158
"
"https://www.latimes.com/lifestyle/story/2021-12-23/15-la-california-artists-peace-holiday-season
","text/html
","272630
","140
"
"https://www.latimes.com/people/victoria-kim
","text/html
","222400
","125
"
"https://www.latimes.com/entertainment-arts/music/story/2020-04-02/adam-schlesinger-best-songs-coronavirus
","text/html
","187319
","125
"
"https://www.latimes.com/recipe/momeds-avocado-hummus
","text/html
","243808
","144
"
"https://www.latimes.com/entertainment-arts/tv/story/2022-01-10/bob-saget-full-house-fuller-house-danny-tanner?_amp=true
","text/html
","281143
","157
"
"https://www.latimes.com/california/story/2022-01-24/state-bar-california-another-investigation-tom-girardi
","text/html
","253514
","144
"
"https://www.latimes.com/world/asia/la-fg-china-south-korea-tourism-20180228-htmlstory.html
","text/html
","261813
","151
"
"https://www.latimes.com/lifestyle/story/2021-08-06/joyce-wrice-has-the-perfect-vibe-to-make-your-l-a-summer-as-sultry-as-it-needs-to-be
","text/html
","235409
","143
"
"https://www.latimes.com/entertainment/music/la-et-ms-peter-tork-obituary-appreciation-20190221-story.html
","text/html
","267592
","149
"
"https://www.latimes.com/california/story/2022-01-29/l-a-county-continues-to-report-decline-in-coronavirus-cases-but-urges-caution-at-upcoming-events
","text/html
","217726
","129
"
"https://www.latimes.com/entertainment-arts/music/story/2021-12-10/michael-mike-nesmith-monkees-dies
","text/html
","165229
","112
"
"https://www.latimes.com/food/story/2021-10-28/week-of-meals-cookbook-author-dawn-perrys-genius-weeknight-shortcuts?_amp=true
","text/html
","243153
","101
"
"https://www.latimes.com/california/story/2022-02-09/most-of-bay-area-will-lift-indoor-mask-order-next-week-citing?_amp=true
","text/html
","255492
","133
"
"https://www.latimes.com/california/story/2022-02-02/49ers-fan-in-coma-after-apparent-beating-outside-sofi-stadium-during-nfc-championship
","text/html
","190676
","111
"
"https://www.latimes.com/recipe/weekday-breakfast-burritos-seared-tomatoes-and-avocado
","text/html
","255066
","147
"
"https://www.latimes.com/new-cookie-recipes-just-in-time-for-the-holidays
","text/html
","315483
","151
"
"https://www.latimes.com/obituaries/story/2022-01-09/bob-saget-beloved-tv-dad-of-full-house-dead-at-65
","text/html
","266890
","147
"
"https://www.latimes.com/sports/olympics/story/2021-07-15/katie-ledecky-most-dominant-olympic-swimmer
","text/html
","298643
","167
"
"https://www.latimes.com/entertainment-arts/awards/story/2022-02-08/how-questlove-resurfaced-the-forgotten-black-woodstock-in-summer-of-soul?_amp=true
","text/html
","249633
","145
"
"https://www.latimes.com/california/story/2022-02-03/growing-questions-why-apparent-beating-49ers-fan-sofi-stadium-secret-for-days
","text/html
","297403
","140
"
"https://www.latimes.com/entertainment-arts/music/story/2021-12-10/michael-nesmith-monkees-dead-reactions-micky-dolenz
","text/html
","434438
","136
"
"https://www.latimes.com/recipes-for-a-grand-christmas-dinner
","text/html
","244115
","100
"
"https://www.latimes.com/espanol/california/articulo/2022-01-31/el-condado-registro-21-709-casos-de-coronavirus-el-sabado
","text/html
","233218
","138
"
"https://www.latimes.com/entertainment-arts/music/k99xo-ue5aq-123
","text/html
","265180
","159
"
"https://www.latimes.com/entertainment/tv/la-ca-st-fuller-house-20160221-story.html
","text/html
","245387
","134
"
"https://www.latimes.com/sports/story/2022-01-23/la-mirada-armada-swim-coach-rick-shipherd-olympic-star?_amp=true
","text/html
","307998
","157
"
"https://www.latimes.com/food/story/2022-02-03/for-the-super-bowl-make-ahead-classic-dips-with-a-party-twist
","text/html
","442768
","708
"
"https://www.latimes.com/local/obituaries/la-xpm-2012-mar-01-la-me-davy-jones-20120301-story.html
","text/html
","259820
","152
"
"https://www.latimes.com/california/story/2022-01-16/tsunami-print-story
","text/html
","268393
","147
"
"https://www.latimes.com/entertainment-arts/music/story/2021-06-29/questlove-summer-of-soul-documentary-black-joy
","text/html
","320838
","162
"
"https://www.latimes.com/entertainment-arts/tv/story/2022-01-09/bob-saget-dead-hollywood-reacts
","text/html
","279342
","153
"
"https://www.latimes.com/simple-winter-salads-from-david-tanis
","text/html
","206665
","128
"
"https://www.latimes.com/subscriptions/newsletters.html?utm_source=email&utm_medium=EM&utm_campaign=PNL21&utm_content=tasting_notes
","text/html
","257887
","138
"
"https://www.latimes.com/entertainment-arts/music/story/2021-12-10/mike-nesmith-monkees-dies?_amp=true
","text/html
","272973
","168
"
"https://www.latimes.com/california/story/2022-02-13/scorching-super-bowl-might-get-slight-reprieve-as-santa-ana-winds-die-down-heat-tempers
","text/html
","265929
","150
"
